Allocated 2500 DPU(s)
0, 2000000, 9.66697693, 1.56437492, 11.23135185, 1278466
Allocated 2500 DPU(s)
1, 2000000, 9.63399029, 0.79718596, 10.43117619, 2508825
Allocated 2500 DPU(s)
2, 2000000, 9.58898067, 0.60272002, 10.19170094, 3318290
Allocated 2500 DPU(s)
3, 2000000, 9.64195538, 0.44139704, 10.08335304, 4531068
Allocated 2500 DPU(s)
4, 2000000, 9.55190182, 0.35191599, 9.90381813, 5683174
Allocated 2500 DPU(s)
6, 2000000, 9.79622936, 0.24581300, 10.04204273, 8136266
Allocated 2500 DPU(s)
8, 2000000, 9.61729717, 0.19173202, 9.80902767, 10431226
Allocated 2500 DPU(s)
10, 2000000, 9.35478973, 0.16500100, 9.51979065, 12121138
Allocated 2500 DPU(s)
15, 2000000, 9.72594166, 0.11078099, 9.83672237, 18053638
Allocated 2500 DPU(s)
20, 2000000, 9.73258877, 0.08569600, 9.81828403, 23338314
Allocated 2500 DPU(s)
30, 2000000, 9.76447964, 0.05653200, 9.82101059, 35378192
Allocated 2500 DPU(s)
40, 2000000, 9.62539196, 0.04267200, 9.66806412, 46869136
Allocated 2500 DPU(s)
50, 2000000, 9.70597172, 0.04031300, 9.74628544, 49611784
